epoch,loss_train,loss_eval,f1_train,f1_eval,duration
1,0.6996035277843475,0.6900361776351929,0.525,0.5,0:00:01.110619
2,0.6845002472400665,0.6946076154708862,0.35,0.45,0:00:01.080798
3,0.6665732264518738,0.6691834330558777,0.425,0.45,0:00:01.088287
4,0.6890726685523987,0.6623304486274719,0.47500000000000003,0.55,0:00:01.056711
5,0.6633806824684143,0.6484188437461853,0.525,0.625,0:00:01.088260
6,0.6330050230026245,0.6574547588825226,0.6,0.75,0:00:01.078367
7,0.6355078816413879,0.6498519778251648,0.55,0.7,0:00:01.111750
8,0.6306226551532745,0.732962042093277,0.625,0.75,0:00:01.088967
9,0.6451448798179626,0.6631031334400177,0.65,0.8000000000000002,0:00:01.092657
10,0.6895721554756165,0.6353178918361664,0.7,0.7250000000000001,0:00:01.075585
11,0.6908538341522217,0.6344317495822906,0.575,0.65,0:00:01.062896
12,0.6352006793022156,0.6336720883846283,0.7,0.8000000000000002,0:00:01.083969
13,0.6447656452655792,0.6327769160270691,0.7250000000000001,0.775,0:00:01.085411
14,0.6612558662891388,0.6487700939178467,0.7250000000000001,0.775,0:00:01.079406
15,0.6567229330539703,0.631543904542923,0.7,0.775,0:00:01.090329
16,0.6332584023475647,0.6307460963726044,0.85,0.75,0:00:01.109072
17,0.6533919870853424,0.6349553465843201,0.825,0.825,0:00:01.105419
18,0.6317425966262817,0.6335350871086121,0.8000000000000002,0.825,0:00:01.082518
19,0.6954286694526672,0.6357169151306152,0.7,0.775,0:00:01.076063
20,0.633706122636795,0.6309763491153717,0.775,0.775,0:00:01.105255
21,0.697368860244751,0.696262001991272,0.675,0.675,0:00:01.077704
22,0.6989456117153168,0.6337605118751526,0.7,0.75,0:00:01.095696
23,0.6304051578044891,0.6326703727245331,0.75,0.8000000000000002,0:00:01.090110
24,0.6289455890655518,0.632966011762619,0.8000000000000002,0.8000000000000002,0:00:01.102499
25,0.6301089227199554,0.6268697679042816,0.7,0.825,0:00:01.090912
