epoch,loss_train,loss_eval,f1_train,f1_eval,duration
1,0.5692749605417253,0.5377913497056168,0.69615,0.7312,0:09:31.570335
2,0.5356850527763353,0.5113271590630718,0.7232749999999999,0.7524,0:09:31.419377
3,0.5234245192289358,0.5165553482095148,0.73115,0.7394,0:09:30.972083
4,0.5143314521551138,0.5100127883777493,0.737975,0.7448,0:09:30.521315
5,0.5029267746686937,0.49737892883598417,0.7461749999999999,0.7552,0:09:30.730081
6,0.4938743734121325,0.49808536080797766,0.751025,0.7518,0:09:30.721625
7,0.4879798173546788,0.49052353858188474,0.75635,0.7574,0:09:31.225033
8,0.4787572671532636,0.5020080711811211,0.76435,0.7524,0:09:31.127795
9,0.4718102803945547,0.4940136308502999,0.76705,0.7526000000000002,0:09:30.348299
10,0.4650171837925909,0.49444175392958767,0.771675,0.7528,0:09:30.259977
11,0.4542778108954428,0.4998603132879658,0.7803,0.7528,0:09:30.388445
12,0.4484296621561051,0.5076997080805956,0.781975,0.7592,0:09:30.559993
13,0.4408429687380791,0.5094905890476933,0.786325,0.7506,0:09:31.240995
14,0.4357073424935335,0.511039057355018,0.78745,0.7516,0:09:30.899396
15,0.4319483071923255,0.506391007809123,0.793875,0.7504,0:09:31.016788
16,0.42312484813928564,0.5114449091777684,0.797375,0.7508000000000001,0:09:30.598803
17,0.4173970067203048,0.5182349303155949,0.800075,0.7522,0:09:31.233553
18,0.41361217143535617,0.52136001522374,0.804025,0.751,0:09:31.418329
19,0.40071503231525407,0.5181267755046771,0.811775,0.7598,0:09:30.361822
20,0.4023077581167224,0.5195689043801301,0.809875,0.754,0:09:31.235797
21,0.39602725311517667,0.5316169045533344,0.81335,0.7466,0:09:31.177091
22,0.3953900831162928,0.5389501888091395,0.816325,0.7416000000000001,0:09:31.493178
23,0.3847310251474379,0.5367637020387467,0.8209000000000001,0.7446,0:09:31.193685
24,0.3844135919749739,0.529562646226518,0.819025,0.7564,0:09:30.925707
25,0.38165385558605114,0.532160998339866,0.8223,0.7514,0:09:30.983477
