epoch,loss_train,loss_eval,f1_train,f1_eval,duration
1,0.6304939410686493,0.5909332860806946,0.632,0.6688,0:01:53.615018
2,0.5767160787582398,0.6025796638932194,0.69025,0.6654,0:01:53.989640
3,0.5392167971134185,0.5467926833280332,0.7175,0.7126,0:01:53.938302
4,0.5273004209995273,0.5432385610547031,0.737,0.714,0:01:54.102235
5,0.5009434261322021,0.5419312324493556,0.74525,0.7195999999999999,0:01:54.140930
6,0.48527960562705985,0.5455343127250669,0.75725,0.7160000000000001,0:01:54.042997
7,0.45984294116497026,0.5540395952334067,0.7777500000000002,0.7116,0:01:54.226212
8,0.44604975914955153,0.5524294391559186,0.78525,0.721,0:01:54.129826
9,0.4284049031734467,0.5671686009996255,0.7995,0.7162,0:01:54.150983
10,0.4064166424274445,0.545687534626882,0.81375,0.7269999999999999,0:01:54.197624
11,0.38847350466251374,0.5550941646478739,0.82875,0.7273999999999999,0:01:54.011897
12,0.36500893461704254,0.5749097325050148,0.835,0.7146,0:01:53.879761
13,0.3496110916137695,0.5810929185645594,0.8435,0.7308,0:01:54.077167
14,0.3422784252166748,0.591208404701227,0.84725,0.7188000000000001,0:01:54.054477
15,0.3164814488887787,0.6000499154921553,0.86225,0.7176,0:01:53.883179
16,0.31138327252864834,0.6307457818347183,0.86375,0.7028,0:01:53.948815
17,0.2901262045502662,0.6289305798946669,0.8695,0.708,0:01:53.957585
18,0.2755484000444415,0.6484948375802132,0.8825,0.7096,0:01:53.820525
19,0.27162971788644796,0.6298384823996551,0.8792500000000001,0.7202,0:01:53.895352
20,0.24666377979516982,0.6845759622230653,0.9015,0.7104,0:01:53.903607
21,0.24508850118517872,0.6656501456430767,0.8935,0.7176,0:01:53.912440
22,0.2333833984136581,0.6834233117521185,0.902,0.7178,0:01:54.039899
23,0.24057686668634415,0.7101166599495392,0.89875,0.7088,0:01:53.836164
24,0.22263628512620925,0.7021489807754567,0.907,0.7056,0:01:53.877577
25,0.2070921633243561,0.7081055612700758,0.915,0.7242,0:01:53.873272
